Ticket_no,Customer complaints,Date,Date_month_year,Time,Received via,City,State,Zip,Status,Filling on behalf of someone
281211,Constant non response or passing to other operator. Supervisers inability to resolve of help. Numerous lies told.,2015-08-05,05 August 2015,19:02:27,Customer Care Call,El Cerrito,California,94530,Closed,No
363708,Comcast chronic lies,2015-06-24,24 June 2015,23:51:56,Customer Care Call,El Cerrito,California,94530,Open,No
365908,Comcast Internet Only Service,2015-06-25,25 June 2015,15:31:17,Internet,El Cerrito,California,94530,Open,No
222882,Comcast broke 36 month contract by increasing bill...,2015-07-04,04 July 2015,20:06:42,Customer Care Call,El Dorado Hills,California,95762,Closed,No
367435,unfair billing practices,2015-06-26,26 June 2015,08:25:31,Internet,Eldersburg,Maryland,21784,Solved,Yes
354805,Installation Charges,2015-06-21,21 June 2015,18:08:54,Customer Care Call,Elgin,Illinois,60124,Solved,Yes
360640,Comcast Over Charging Bundle PKG,2015-06-24,24 June 2015,00:35:19,Customer Care Call,Elgin,Illinois,60123,Open,No
312797,Comcast/Xfinity Data Allowance,2015-05-28,28 May 2015,23:52:24,Internet,Elizabethtown,Kentucky,42701,Pending,No
363674,pricing,2015-06-24,24 June 2015,23:31:50,Internet,Elkhart,Indiana,46516,Open,No
363879,60 days to close my account,2015-06-25,25 June 2015,08:16:34,Internet,Elkhart,Indiana,46516,Solved,No
240793,Fraudulent billing by Comcast.,2015-04-17,17 April 2015,08:28:01,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes
361453,Comcast Failed to Switch our Systems to New Location and Shut Down the Current Location,2015-06-24,24 June 2015,11:36:18,Internet,Ellicott City,Maryland,21043,Solved,No
256173,Comcast slamming issue,2015-04-24,24 April 2015,18:11:23,Internet,Elmhurst,Illinois,60126,Closed,No
290961,Please stop Broadband bandwidth caps,2015-05-14,14 May 2015,19:47:10,Customer Care Call,Emeryville,California,94662,Closed,No
363786,comcast internet in emeryville throttles speed,2015-06-25,25 June 2015,02:32:11,Internet,Emeryville,California,94608,Pending,No
359991,Pricing Concerns,2015-06-23,23 June 2015,19:59:41,Internet,Encino,California,95051,Open,No
370823,95 Palmer Road Enfield NH Internet Pricing,2015-06-28,28 June 2015,11:36:24,Customer Care Call,Enfield,New Hampshire,3748,Open,Yes
359462,Overpriced low quality service,2015-06-23,23 June 2015,17:18:05,Internet,Englewood,Colorado,80113,Solved,No
249470,Bundled Service,2015-04-22,22 April 2015,08:57:24,Internet,Englewood,Florida,34224,Closed,No
243193,Comcast customer service and billing complaint,2015-04-18,18 April 2015,16:26:50,Customer Care Call,Enola,Pennsylvania,17025,Closed,No
266179,Comcast Throttling,2015-04-30,30 April 2015,12:07:11,Internet,Eugene,Oregon,97405,Closed,No
286301,lack of service Service call complaint,2015-12-05,05 December 2015,17:04:42,Customer Care Call,Eugene,Oregon,97404,Solved,Yes
286302,lack of service Service call complaint,2015-12-05,05 December 2015,17:04:45,Customer Care Call,Eugene,Oregon,97404,Closed,Yes
291730,Comcast fradulent Marketing and billing for internet,2015-05-15,15 May 2015,12:48:33,Customer Care Call,Eugene,Oregon,97402,Solved,No
304483,Unreliable service for the past three years,2015-05-23,23 May 2015,04:31:57,Customer Care Call,Eugene,Oregon,97401,Solved,No
358336,Comcast has doubled my internet fee without warning,2015-06-23,23 June 2015,13:27:29,Internet,Eugene,Oregon,97401,Solved,No
363716,Frequent disconnects,2015-06-24,24 June 2015,23:59:03,Customer Care Call,Eugene,Oregon,97401,Solved,No
364369,BILLING ISSUE,2015-06-25,25 June 2015,11:48:15,Internet,Eustis,Florida,32726,Solved,No
360826,Comcast Unfair Billing Practices,2015-06-24,24 June 2015,04:17:46,Customer Care Call,Evans,Colorado,80620,Solved,Yes
315602,Comcast deceptive selling billing lack of service - SECOND And EXPANDED COMPLAINT,2015-05-31,31 May 2015,10:40:45,Internet,Evans,Georgia,30809,Closed,No
342613,Comcast complaint about internet speed,2015-06-16,16 June 2015,09:07:25,Customer Care Call,Evans,Georgia,30809,Solved,No
350740,Comcast Billing Issues,2015-06-18,18 June 2015,21:37:12,Internet,Evans,Georgia,30809,Solved,No
319816,Comcast (Chicago IL),2015-02-06,06 February 2015,19:09:11,Internet,Evanston,Illinois,60202,Solved,No
346686,No Internet for last 6 days and Comcast is not doing anything,2015-06-17,17 June 2015,17:21:56,Customer Care Call,Everett,Massachusetts,2149,Closed,No
358340,Comcast Price Gouging,2015-06-23,23 June 2015,13:28:17,Internet,Everett,Washington,98201,Open,No
364765,Unable to renew IP address,2015-06-25,25 June 2015,12:43:14,Customer Care Call,Everett,Washington,98201,Solved,No
266217,Comcast,2015-04-30,30 April 2015,12:17:37,Customer Care Call,Export,Pennsylvania,15632,Closed,No
361326,COMCAST,2015-06-24,24 June 2015,10:56:18,Customer Care Call,Fairburn,Georgia,30213,Closed,No
375039,Comcast Issues,2015-06-30,30 June 2015,14:53:39,Customer Care Call,Fairfield,California,94533,Pending,No
281647,Comcast will not service our home,2015-09-05,05 September 2015,11:22:22,Customer Care Call,Fall City,Washington,98024,Solved,No
229552,Comcast/xfinity,2015-10-04,04 October 2015,17:07:15,Customer Care Call,Fall River,Massachusetts,2723,Closed,No
280454,Comcast Billing and Service Issues,2015-08-05,05 August 2015,14:22:57,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No
244215,Poor service,2015-04-20,20 April 2015,10:14:44,Customer Care Call,Falmouth,Massachusetts,2536,Open,No
342774,Data cap,2015-06-16,16 June 2015,10:29:45,Customer Care Call,Fayettevile,Georgia,39214,Open,No
317954,Comcast,2015-01-06,06 January 2015,21:46:23,Customer Care Call,Fayetteville,Georgia,30214,Closed,No
334864,internet billing,2015-11-06,06 November 2015,13:38:51,Internet,Feasterville,Pennsylvania,19053,Solved,No
214213,Comcast fluctuating prices,2015-02-04,04 February 2015,13:05:16,Customer Care Call,Federal Way,Washington,98003,Closed,No
356818,Recurring Comcast service issues and long waits for non-service,2015-06-22,22 June 2015,18:10:03,Internet,Federal Way,Washington,98093,Solved,No
359812,Multiple billing an dcompetative issues.,2015-06-23,23 June 2015,19:02:38,Internet,Federal Way,Washington,98023,Pending,No
239964,Comcast fraudualent billing,2015-04-16,16 April 2015,16:40:11,Customer Care Call,Ferndale,Michigan,48220,Closed,No
313367,Comcast Service,2015-05-29,29 May 2015,12:41:28,Internet,Flemington,New Jersey,8822,Solved,No
225770,Re: Internet Too Expensive,2015-09-04,04 September 2015,09:33:37,Customer Care Call,Flint,Michigan,48505,Closed,No
333020,Charged for Services not provided,2015-10-06,06 October 2015,15:19:40,Internet,Flint,Michigan,48502,Solved,No
350675,paying for WiFi and its not working,2015-06-18,18 June 2015,21:04:04,Customer Care Call,Flint,Michigan,48503,Solved,No
360281,ISP Data Cap,2015-06-23,23 June 2015,22:05:49,Internet,Florence,Alabama,35630,Pending,No
333174,Internet Connection and Speed Issues,2015-10-06,06 October 2015,16:06:07,Internet,Forest Grove,Oregon,97116,Solved,No
245155,Comcast internet,2015-04-20,20 April 2015,15:30:29,Customer Care Call,Forked River,New Jersey,8731,Closed,No
314727,Comcast Will Not Provide Online Content Without Cable Box,2015-05-30,30 May 2015,05:12:31,Internet,Fort Belvoir,Virginia,22060,Pending,No
356202,Internet cap,2015-06-22,22 June 2015,15:07:00,Customer Care Call,Fort Campbell,Kentucky,42223,Solved,No
358138,Lack of reasonable infrastructure close to town,2015-06-23,23 June 2015,12:37:18,Internet,Fort Collins,Colorado,80521,Closed,Yes
360818,Comcast Throttling Speeds,2015-06-24,24 June 2015,04:10:31,Internet,Fort Collins,Colorado,80525,Pending,Yes
363811,comcast,2015-06-25,25 June 2015,04:31:43,Internet,Fort Collins,Colorado,80521,Solved,No
369588,Comcast Throttling My Internet,2015-06-27,27 June 2015,01:39:57,Customer Care Call,Fort Collins,Colorado,80524,Pending,Yes
231927,Un able to access my email address after relocae to a new address,2015-04-13,13 April 2015,11:46:10,Customer Care Call,Fort Lauderdale,Florida,33308,Closed,No
242888,Internet speed issues with Comcast and picture freezing issues when watching TV,2015-04-18,18 April 2015,12:32:19,Customer Care Call,Fort Lauderdale,Florida,33319,Closed,No
366894,Systemic failures with Comcast,2015-06-25,25 June 2015,19:32:10,Internet,Fort Lauderdale,Florida,33312,Solved,No
265094,Comcast/Xfinity,2015-04-29,29 April 2015,18:19:01,Customer Care Call,Fort Lee,Virginia,23801,Closed,No
232276,Comcast internet and lack of communication and response,2015-04-13,13 April 2015,13:40:31,Internet,Fort Myers,Florida,33919,Closed,No
238647,billing issues,2015-04-16,16 April 2015,09:43:28,Internet,Fort Myers,Florida,33916,Closed,No
320644,Comcast knowingly over billed,2015-03-06,06 March 2015,11:38:03,Internet,Fort Myers,Florida,33908,Closed,Yes
336872,Horrible/Unacceptable Service of Comcast,2015-12-06,06 December 2015,12:45:46,Internet,Fort Myers,Florida,33907,Solved,No
340024,Comcast overcharge,2015-06-14,14 June 2015,16:01:56,Customer Care Call,Fort Myers Beach,Florida,33931,Open,No
252542,Deceptive Trade,2015-04-23,23 April 2015,13:42:46,Internet,Fort Pierce,Florida,34982,Closed,No
263410,Comcast Demanding payment after cancellation,2015-04-29,29 April 2015,09:48:22,Customer Care Call,Fort Washington,Maryland,20744,Closed,No
282159,No internet,2015-09-05,05 September 2015,19:18:04,Internet,Fort Washington,Maryland,20744,Solved,No
376020,Xfinity promise to pay me $300 to join,2015-06-30,30 June 2015,19:48:57,Internet,Fountain,Colorado,80817,Pending,No
270026,Comcast issues,2015-02-05,05 February 2015,13:16:53,Customer Care Call,Franklin,Indiana,46131,Solved,No
213506,Internet Provider Data Thresholds,2015-02-04,04 February 2015,08:09:54,Internet,Franklin,Tennessee,37064,Closed,No
212507,Comcast Cable,2015-01-04,04 January 2015,15:54:43,Internet,Franklin,Tennessee,37067,Closed,No
283115,Comcast Data Cap,2015-11-05,05 November 2015,11:03:58,Customer Care Call,Franklin,Tennessee,37067,Solved,No
288851,Comcast Data Caps,2015-05-13,13 May 2015,20:45:21,Internet,Franklin,Tennessee,37064,Open,No
305720,Comcast,2015-05-25,25 May 2015,11:09:23,Customer Care Call,Franklin,Tennessee,37067,Pending,No
331090,Comcast data cap,2015-09-06,06 September 2015,16:57:42,Internet,Franklin,Tennessee,37064,Solved,No
350160,Routine Outages / Speeds never as promised,2015-06-18,18 June 2015,17:28:13,Internet,Franklin,Tennessee,37069,Open,No
371119,Comcast business keeps moving my same-day trouble appointment to the next day,2015-06-28,28 June 2015,16:48:51,Internet,Franklin,Tennessee,37069,Open,No
350504,Comcast cable company,2015-06-18,18 June 2015,19:58:26,Customer Care Call,Fraser,Michigan,48026,Solved,No
345034,Comcast billing,2015-06-17,17 June 2015,10:39:26,Customer Care Call,Frederick,Colorado,80516,Solved,Yes
290238,Lack of HBO Go Availability on Sony Devices with Xfinity Subscription,2015-05-14,14 May 2015,15:21:17,Internet,Frederick,Maryland,21701,Pending,No
362788,Overcharged $30 per month for 10 months straight,2015-06-24,24 June 2015,16:48:55,Internet,Frederick,Maryland,21702,Solved,No
362507,Raising my Rate,2015-06-24,24 June 2015,15:53:22,Customer Care Call,Fredericksburg,Virginia,22407,Solved,No
361633,Unfair Comcast Billing,2015-06-24,24 June 2015,12:21:50,Internet,Freeport,Illinois,61032,Open,No
305399,Comcast fradulently gets contract signed by my wife,2015-05-24,24 May 2015,17:15:10,Customer Care Call,Fremont,California,94555,Open,Yes
358861,Comcast charging me unrelated charges,2015-06-23,23 June 2015,15:11:02,Internet,Fremont,California,94538,Open,No
358898,Ridiculous Charges,2015-06-23,23 June 2015,15:18:26,Customer Care Call,Fremont,California,94536,Solved,No
240650,complaint against Comcast,2015-04-16,16 April 2015,22:11:30,Internet,Fresh Meadows,New York,11366,Closed,No
307364,Arbitrary Price Increase,2015-05-26,26 May 2015,14:03:20,Internet,Fresno,California,93722,Solved,No
349751,Comcast Billing Complaint,2015-06-18,18 June 2015,15:56:11,Internet,Fresno,California,93703,Solved,Yes
358360,Internet speed deteriation,2015-06-23,23 June 2015,13:32:14,Internet,Fresno,California,93704,Solved,No
371463,Internet Speed on Wireless Connection,2015-06-29,29 June 2015,04:37:17,Internet,Fresno,California,93730,Solved,Yes
342375,internet,2015-06-15,15 June 2015,21:10:14,Customer Care Call,Front Royal,Virginia,22630,Solved,No
255922,intermittent internet,2015-04-24,24 April 2015,16:34:42,Internet,Fruitland Park,Florida,34731,Closed,No
366192,Deceptive trade,2015-06-25,25 June 2015,16:12:23,Internet,Ft Pierce,Florida,34982,Solved,No
298980,Improper Billing and non resolution of issues,2015-05-20,20 May 2015,12:46:31,Customer Care Call,Ft. Lauderdale,Florida,33304,Open,No
229103,Lost emails/billing,2015-10-04,04 October 2015,14:53:15,Customer Care Call,Ftlauderdale,Florida,33308,Closed,No
329036,Comcast/Xfinity Poor Service Fraudulent Billing and Collection,2015-08-06,06 August 2015,17:01:58,Internet,Fulton,Maryland,20759,Open,No
338283,monthly data caps,2015-12-06,06 December 2015,19:31:37,Customer Care Call,Gadsden,Alabama,35901,Solved,No
373954,Comcast Data Charges,2015-06-30,30 June 2015,07:29:08,Internet,Gadsden,Alabama,35904,Pending,No
231821,Inability to get access to internet through Comcast or AT&T,2015-04-13,13 April 2015,11:10:02,Customer Care Call,Gainesville,Georgia,30506,Closed,Yes
345472,paying for an upgrade that never took place,2015-06-17,17 June 2015,12:43:04,Internet,Gaithersburg,Maryland,20882,Closed,No
359714,Bill issues Internet and disability comcast prices,2015-06-23,23 June 2015,18:26:49,Customer Care Call,Gaithersburg,Maryland,20878,Open,No
338412,Not receiving advertised speed,2015-12-06,06 December 2015,20:43:21,Internet,Galesburg,Michigan,49053,Closed,Yes
360388,Xfinity Internet Speed,2015-06-23,23 June 2015,22:39:59,Customer Care Call,Galesburg,Michigan,49053,Open,No
234204,Comcast Billing,2015-04-14,14 April 2015,11:27:59,Internet,Gallatin,Tennessee,37066,Closed,No
257446,Nightly service interruption,2015-04-25,25 April 2015,22:29:56,Customer Care Call,Gallatin,Tennessee,37066,Closed,No
339095,Netflix is slow,2015-06-13,13 June 2015,14:01:24,Internet,Galveston,Texas,77550,Solved,No
282011,comcast wont service my address,2015-09-05,05 September 2015,15:47:52,Customer Care Call,Gary,Indiana,46404,Solved,No
342665,cannot access my email or service at all,2015-06-16,16 June 2015,09:51:17,Customer Care Call,Gathersburg,Maryland,20877,Open,No
266403,Xfinity/comcast Service,2015-04-30,30 April 2015,13:13:47,Customer Care Call,Germantown,Maryland,20876,Closed,No
215802,Unclear policies,2015-03-04,04 March 2015,09:22:46,Internet,Germantown,Tennessee,38138,Open,No
331611,300GB/month Data Cap,2015-09-06,06 September 2015,20:23:16,Customer Care Call,Germantown,Tennessee,38139,Open,No
231199,Comcast/Xfinity- Paying for High speed service,2015-12-04,04 December 2015,13:01:30,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No
231200,Comcast/Xfinity- Paying for High speed service,2015-12-04,04 December 2015,13:01:34,Customer Care Call,Gettysburg,Pennsylvania,17325,Closed,No
363615,Overage Charges,2015-06-24,24 June 2015,22:28:37,Customer Care Call,Glencoe,Alabama,35905,Pending,No
297322,Comcast Internet and cable deals,2015-05-19,19 May 2015,15:05:53,Internet,Glendale Heights,Illinois,60139,Solved,No
306807,Comcast bundle billing,2015-05-26,26 May 2015,11:30:09,Internet,Glendale Heights,Illinois,60139,Open,Yes
360143,Comcast Internet Speed/Quality of Service and price,2015-06-23,23 June 2015,20:52:54,Customer Care Call,Glenview,Illinois,60025,Solved,Yes
360714,Internet bundled with TV,2015-06-24,24 June 2015,01:29:54,Internet,Gold Bar,Washington,98251,Solved,No
215337,Consistent speed/connectivity with internet,2015-02-04,04 February 2015,19:48:39,Customer Care Call,Gold River,California,95670,Closed,No
213355,Comcast is ignoring me now. They are making NO attempt to correct problems,2015-01-04,04 January 2015,22:56:15,Internet,Golden,Colorado,80401,Closed,No
367340,Data Caps,2015-06-26,26 June 2015,02:37:30,Internet,Goodlettsville,Tennessee,37072,Pending,No
340148,n/a (b) (6),2015-06-14,14 June 2015,19:26:28,Internet,Goose Creek,South Carolina,29445,Solved,No
363920,Unfair billing practices,2015-06-25,25 June 2015,08:45:19,Customer Care Call,Goose Creek,South Carolina,29445,Solved,No
362557,Comcast Bundle price,2015-06-24,24 June 2015,16:00:49,Internet,Grand Blanc,Michigan,48439,Solved,No
228419,Wrongful billing - repeated since December 2013,2015-10-04,04 October 2015,11:34:55,Customer Care Call,Grand Rapids,Michigan,49546,Closed,No
239170,Comcast has charged me invalid fee's and wont re-imburse me for them.,2015-04-16,16 April 2015,12:56:49,Internet,Grand Rapids,Michigan,49506,Closed,No
223708,Comcast/Xfinity service,2015-08-04,04 August 2015,11:48:30,Customer Care Call,Grand Rapids,Michigan,49504,Closed,No
253012,Comcast Bundled,2015-04-23,23 April 2015,15:46:08,Customer Care Call,Grand Rapids,Michigan,49507,Closed,Yes
341988,somewhat threatening phone calls,2015-06-15,15 June 2015,17:54:51,Customer Care Call,Grand Rapids,Michigan,49534,Closed,No
339908,Data Cap overages,2015-06-14,14 June 2015,13:09:16,Internet,Grayson,Georgia,30017,Open,No
266456,INTERNET VIRUS POP UP SCAM CLAIMING TO BE WITH COMCAST,2015-04-30,30 April 2015,13:27:48,Customer Care Call,Green Cove Springs,Florida,32043,Closed,No
252504,Intermittent internet connection,2015-04-23,23 April 2015,13:33:41,Internet,Greenacres,Florida,33463,Closed,No
333437,Raised my bill and told me to lower it back to what it was i would have to make a 24 month agreement,2015-10-06,06 October 2015,17:24:08,Customer Care Call,Greenfield,Indiana,46140,Solved,No
295997,Comcast,2015-05-18,18 May 2015,20:00:03,Internet,Greensburg,Pennsylvania,15601,Solved,No
225315,Comcast Internet,2015-08-04,04 August 2015,19:55:18,Customer Care Call,Greentown,Indiana,46936,Closed,No
343555,Comcast,2015-06-16,16 June 2015,14:44:41,Customer Care Call,Greentown,Indiana,46936,Solved,No
